Base Image,Command,Intermediate Dockerfile Command,Dockerfile URL
ubuntu:22.04,pip install -r requirements.txt,,https://github.com/amith0504/auth0project/blob/73e34f1b7ce73e0a2f365d29c1ad4cac031dcd93/dockerfile
ubuntu:22.04,apt-get update && apt-get install ffmpeg libsm6 libxext6 -y && apt-get install libglib2.0-0,,https://github.com/Laitielly/labs_docker/blob/144022ba5823a5f0beff836cf137644413f9469f/lab1/Dockerfile.txt
ubuntu:22.04,apt-get install -y python3,,https://github.com/Laitielly/labs_docker/blob/144022ba5823a5f0beff836cf137644413f9469f/lab1/Dockerfile.txt
ubuntu:22.04,apt-get install -y python3-pip,,https://github.com/Laitielly/labs_docker/blob/144022ba5823a5f0beff836cf137644413f9469f/lab1/Dockerfile.txt
ubuntu:22.04,pip install -r requirements.txt,,https://github.com/Laitielly/labs_docker/blob/144022ba5823a5f0beff836cf137644413f9469f/lab1/Dockerfile.txt
ubuntu:22.04,apt update && apt-get install -y git subversion make vim mc python3 python3-venv python3-pip flex gawk zip bison ffmpeg libsm6 libxext6 libgl1-mesa-glx libglib2.0-0 libsm6 libxrender1 libxext6 xvfb x11-apps,,https://github.com/GachiSlave/sofg_eng/blob/ab23a16e4c3e92815c95896c5c3dbe17abadce72/Dockerfile-1.txt
ubuntu:22.04,useradd -ms /bin/bash Jenkins,,https://github.com/GachiSlave/sofg_eng/blob/ab23a16e4c3e92815c95896c5c3dbe17abadce72/Dockerfile-1.txt
ubuntu:22.04,python3 -m venv /home/Jenkins/venv,,https://github.com/GachiSlave/sofg_eng/blob/ab23a16e4c3e92815c95896c5c3dbe17abadce72/Dockerfile-1.txt
ubuntu:22.04,chown -R Jenkins: /home/Jenkins/venv,,https://github.com/GachiSlave/sofg_eng/blob/ab23a16e4c3e92815c95896c5c3dbe17abadce72/Dockerfile-1.txt
ubuntu:22.04,. venv/bin/activate && pip3 install --upgrade pip,,https://github.com/GachiSlave/sofg_eng/blob/ab23a16e4c3e92815c95896c5c3dbe17abadce72/Dockerfile-1.txt
ubuntu:22.04,. venv/bin/activate && pip3 install --no-cache-dir -r requirements.txt,,https://github.com/GachiSlave/sofg_eng/blob/ab23a16e4c3e92815c95896c5c3dbe17abadce72/Dockerfile-1.txt
ubuntu:22.04,"sed -i 's|path: \\""./video.mp4\\""|path: \\""0\\""|' config.yaml",,https://github.com/GachiSlave/sofg_eng/blob/ab23a16e4c3e92815c95896c5c3dbe17abadce72/Dockerfile-1.txt
ubuntu:22.04,apt-get update && apt-get install -y libolm-dev && rm -rf /var/lib/apt/lists/*,,https://github.com/mazzz1y/matrix-gpt/blob/62951fcaca418d27d57f477f355062e9b414a359/Dockerfile
ubuntu:22.04,"cd /app && go build -ldflags=""-s -w -X main.version=$VERSION"" -trimpath -o /matrix-gpt ./cmd/matrix-gpt",,https://github.com/mazzz1y/matrix-gpt/blob/62951fcaca418d27d57f477f355062e9b414a359/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y libolm3 ca-certificates tzdata && rm -rf /var/lib/apt/lists/*,,https://github.com/mazzz1y/matrix-gpt/blob/62951fcaca418d27d57f477f355062e9b414a359/Dockerfile
ubuntu:22.04,apt-get update -y && apt-get install -y python3 python3-pip,,https://github.com/edyprasetyo/nude-detector/blob/e25ee5f82a168ed92e10724ae4ecbc7cd07b638e/dockerfile
ubuntu:22.04,pip install flask requests nudenet,,https://github.com/edyprasetyo/nude-detector/blob/e25ee5f82a168ed92e10724ae4ecbc7cd07b638e/dockerfile
ubuntu:22.04,apt-get update && apt-get install -y systemd nginx nodejs npm && apt-get clean && rm -rf /var/lib/apt/lists/*,,https://github.com/Nikhil-2511/Dockerfile_New_2/blob/9a6963f991510eed8b0dfe37921e5ccb98725c50/DockerFile_New.txt
ubuntu:22.04,npm install -g pm2,,https://github.com/Nikhil-2511/Dockerfile_New_2/blob/9a6963f991510eed8b0dfe37921e5ccb98725c50/DockerFile_New.txt
ubuntu:22.04,npm install,,https://github.com/Nikhil-2511/Dockerfile_New_2/blob/9a6963f991510eed8b0dfe37921e5ccb98725c50/DockerFile_New.txt
ubuntu:22.04,apt-get update && apt-get upgrade -y,"WORKDIR /app
COPY . .",https://github.com/Razib-R75/Jenkins_Pipeline/blob/ab043be00970a8c48f264e839137119507bd2420/Dockerfile
ubuntu:22.04,chmod +x ./install_dependecies.sh,"WORKDIR /app
COPY . .",https://github.com/Razib-R75/Jenkins_Pipeline/blob/ab043be00970a8c48f264e839137119507bd2420/Dockerfile
ubuntu:22.04,./install_dependecies.sh,"WORKDIR /app
COPY . .",https://github.com/Razib-R75/Jenkins_Pipeline/blob/ab043be00970a8c48f264e839137119507bd2420/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y nodejs npm redis-server,WORKDIR /clarek-crm-backend,https://github.com/tkirwa/clarek-crm-backend/blob/b243d47992d2b5cef7838010fdae358cc6718530/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y gnupg,WORKDIR /clarek-crm-backend,https://github.com/tkirwa/clarek-crm-backend/blob/b243d47992d2b5cef7838010fdae358cc6718530/Dockerfile
ubuntu:22.04,mkdir -p /etc/apt/trusted.gpg.d && gpg --keyserver keyserver.ubuntu.com --recv 656408E390CFB1F5 && gpg --export --armor 656408E390CFB1F5 > /etc/apt/trusted.gpg.d/mongodb.gpg,WORKDIR /clarek-crm-backend,https://github.com/tkirwa/clarek-crm-backend/blob/b243d47992d2b5cef7838010fdae358cc6718530/Dockerfile
ubuntu:22.04,"echo ""deb http://repo.mongodb.org/apt/ubuntu $(lsb_release -cs)/mongodb-org/6.0 multiverse"" | tee /etc/apt/sources.list.d/mongodb-org-6.0.list",WORKDIR /clarek-crm-backend,https://github.com/tkirwa/clarek-crm-backend/blob/b243d47992d2b5cef7838010fdae358cc6718530/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y mongodb-org,WORKDIR /clarek-crm-backend,https://github.com/tkirwa/clarek-crm-backend/blob/b243d47992d2b5cef7838010fdae358cc6718530/Dockerfile
ubuntu:22.04,mkdir -p /data/db,WORKDIR /clarek-crm-backend,https://github.com/tkirwa/clarek-crm-backend/blob/b243d47992d2b5cef7838010fdae358cc6718530/Dockerfile
ubuntu:22.04,npm install,WORKDIR /clarek-crm-backend,https://github.com/tkirwa/clarek-crm-backend/blob/b243d47992d2b5cef7838010fdae358cc6718530/Dockerfile
ubuntu:22.04,ln -snf /usr/share/zoneinfo/$TZ /etc/localtime && echo $TZ > /etc/timezone,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,userdel -f www-data && if getent group www-data ; then groupdel www-data; fi,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,if getent group dialout ; then groupdel dialout; fi,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,addgroup --gid ${GROUP_ID} www-data && useradd -l -u ${USER_ID} -g www-data www-data && install -d -m 0755 -o www-data -g www-data /home/www-data && chown --changes --silent --no-dereference --recursive --from=33:33 ${USER_ID}:${GROUP_ID} /home/www-data,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,apt-get update && apt-get install lsb-release ca-certificates apt-transport-https software-properties-common -y && add-apt-repository ppa:ondrej/php && apt-get install -y gnupg gosu curl zip unzip git supervisor sqlite3 libcap2-bin libpng-dev python2,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,"apt-get update && apt-get install -y php8.0-cli php8.0-dev php8.0-pgsql php8.0-sqlite3 php8.0-odbc php8.0-gd php8.0-curl php8.0-memcached php8.0-imap php8.0-mysql php8.0-mbstring php8.0-xml php8.0-zip php8.0-bcmath php8.0-soap php8.0-intl php8.0-readline php8.0-pcov php8.0-msgpack php8.0-igbinary php8.0-ldap php8.0-redis php8.0-xdebug php8.0-fpm && php -r ""readfile('http://getcomposer.org/installer');"" | php -- --install-dir=/usr/bin/ --filename=composer && curl -sL https://deb.nodesource.com/setup_$NODE_VERSION.x | bash - && apt-get install -y nodejs && npm install -g npm && curl -sS https://dl.yarnpkg.com/debian/pubkey.gpg | apt-key add - && echo ""deb https://dl.yarnpkg.com/debian/ stable main"" > /etc/apt/sources.list.d/yarn.list && apt-get update && apt-get install -y yarn && apt-get install -y mysql-client && apt-get install -y postgresql-client && apt-get -y autoremove && apt-get clean && rm -rf /var/lib/apt/lists/* /tmp/* /var/tmp/* && apt-get update -y && apt-get install nginx -y",WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y unixodbc unixodbc-dev libsasl2-modules-gssapi-mit wget,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,wget https://databricks-bi-artifacts.s3.us-east-2.amazonaws.com/simbaspark-drivers/odbc/2.6.29/SimbaSparkODBC-2.6.29.1049-Debian-64bit.zip,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,unzip SimbaSparkODBC-2.6.29.1049-Debian-64bit.zip,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,dpkg -i simbaspark_2.6.29.1049-2_amd64.deb,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,wget https://github.com/php/php-src/archive/refs/tags/php-$(php -r 'echo PHP_VERSION;').zip,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,unzip php-$(php -r 'echo PHP_VERSION;').zip,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,sed -i 's/if (colsize < 256 && !S->going_long) {/if (1) {/g' php-src-php-$(php -r 'echo PHP_VERSION;')/ext/pdo_odbc/odbc_stmt.c,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,"cd php-src-php-$(php -r 'echo PHP_VERSION;')/ext/pdo_odbc && phpize && ./configure --with-pdo-odbc=unixODBC,/usr/ && make install",WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,apt-get update && apt-get install pip -y && pip install ngxtop nano,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,"setcap ""cap_net_bind_service=+ep"" /usr/bin/php8.0",WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,mkdir /opt/scripts/,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,mkdir -p /var/run/php,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,rm -f /var/www/html/index.nginx-debian.html,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,mkdir /var/www/html/nginx.d/,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,apt-get update -y && apt-get install cron -yqq,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,rm -Rf /etc/cron.daily,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,rm -Rf /etc/cron.weekly,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,rm -Rf /etc/cron.monthly,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,rm -Rf /etc/cron.hourly,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,crontab /etc/cron.d/webapp,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,touch /var/log/cron.log,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,mkdir /var/log/cron/,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,chmod 0600 /etc/cron.d/webapp,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,service php8.0-fpm start,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,chmod +x /usr/local/bin/start-container,WORKDIR /var/www/html,https://github.com/merchantprotocol/docker-nginx-php8.0-fpm/blob/ffb7ff235cd32fb0466e4aff797eb28de4793597/Dockerfile
ubuntu:22.04,apt-get update && DEBIAN_FRONTEND=noninteractive apt-get install -y --no-install-recommends texlive-xetex texlive-fonts-extra texlive-latex-extra texlive-fonts-recommended texlive-plain-generic lmodern latexmk python3-pygments,,https://github.com/LibrePCB/librepcb-slides/blob/0e7b3fe2e1573e65a263a5d9f601e4fa0bdf3255/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y wget curl unzip sudo jq git groff software-properties-common graphviz openssh-server pass less tree emacs-nox iputils-ping dnsutils whois htop psmisc bash-completion time net-tools,,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,mkdir -p /run/sshd,,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,groupadd wheel,,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,"useradd -s $DEVSHELL --uid $DEVUID --create-home --home-dir $DEVHOME $DEVUSER && chown -R $DEVUSER:$DEVUSER $DEVHOME && echo -e ""$DEVUSER:$DEVPW"" | chpasswd && usermod -aG wheel $DEVUSER",,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,echo '%wheel         ALL = (ALL) NOPASSWD: ALL' > /etc/sudoers.d/wheel && chmod 0440 /etc/sudoers.d/wheel,,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,"echo 'git log --oneline --graph' > /usr/local/bin/gl && echo 'git status $@' > /usr/local/bin/gs && echo 'git branch' > /usr/local/bin/gb && echo 'emacs -nw $@' > /usr/local/bin/e && echo 'rm -rf ./*~ ./*# 2>/dev/null' > /usr/local/bin/c && echo 'ls --color=auto -ltr $@' > /usr/local/bin/l && echo 'echo ""$PWD"" > ~/.marked_path' > /usr/local/bin/m && echo 'pstree -GapT' > /usr/local/bin/pt && chmod 0755 /usr/local/bin/{gl,gs,gb,e,c,l,m,pt}",,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y $PKGS,,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,sudo apt-get update && sudo apt-get install -y gnupg software-properties-common,,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,wget -O- https://apt.releases.hashicorp.com/gpg | gpg --dearmor | sudo tee /usr/share/keyrings/hashicorp-archive-keyring.gpg > /dev/null,,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,"echo ""deb [signed-by=/usr/share/keyrings/hashicorp-archive-keyring.gpg] https://apt.releases.hashicorp.com $(lsb_release -cs) main"" | sudo tee /etc/apt/sources.list.d/hashicorp.list",,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,sudo apt update && sudo apt-get install terraform,,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,cd /tmp && wget https://github.com/gruntwork-io/terragrunt/releases/download/v0.53.2/terragrunt_linux_amd64 -O /usr/local/bin/terragrunt && chmod 0755 /usr/local/bin/terragrunt && terragrunt --version,,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,mkdir -p /tmp/mitm && cd /tmp/mitm && wget https://downloads.mitmproxy.org/10.0.0/mitmproxy-10.0.0-linux.tar.gz && tar xvzf mitmproxy-*-linux.tar.gz && cd /tmp/mitm && chmod 755 /tmp/mitm/mitm* && chown $DEVUID:$DEVUID /tmp/mitm/mitm* && mv /tmp/mitm/mitm* /usr/local/bin,,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,sudo apt-get update && sudo apt-get install -y apt-transport-https ca-certificates curl && curl -fsSL https://pkgs.k8s.io/core:/stable:/v1.28/deb/Release.key | sudo gpg --dearmor -o /etc/apt/keyrings/kubernetes-apt-keyring.gpg && echo 'deb [signed-by=/etc/apt/keyrings/kubernetes-apt-keyring.gpg] https://pkgs.k8s.io/core:/stable:/v1.28/deb/ /' | sudo tee /etc/apt/sources.list.d/kubernetes.list && sudo apt-get update && sudo apt-get install -y kubectl kubeadm kubecolor kubetail && mkdir -p /root/helm && cd /root/helm && wget https://get.helm.sh/helm-v3.13.1-linux-amd64.tar.gz && tar -zxvf helm-v3.13.1-linux-amd64.tar.gz && mv -f /root/helm/linux-amd64/helm /usr/local/bin && chmod 755 /usr/local/bin/helm,,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,chmod 0755 /start-ssh.sh,,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,chmod 0755 /start-jupyter.sh,,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,chmod 0755 /stop-jupyter.sh,,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,chmod 0755 /start.sh,,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,"mkdir -p ~/AWS && cd ~/AWS && curl ""https://awscli.amazonaws.com/awscli-exe-linux-x86_64.zip"" -o ""awscliv2.zip"" && unzip awscliv2.zip && sudo ./aws/install",,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,curl -sL https://aka.ms/InstallAzureCLIDeb | sudo bash,,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,az --version | grep azure-cli,,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y dotnet-sdk-8.0,,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
ubuntu:22.04,jupyter --version || pip3 install jupyter,,https://github.com/pwyoung/docker-dev-tooling/blob/698a6b58bcdaab42e4578a212da7188c17b18a52/Dockerfile
